UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference [K],Mechanical power [kW],Torque_I_Alarm,Torque_MR,Torque_MR_Alarm,Torque_SPC_Alarm,Power_I_Alarm,Power_MR,Power_MR_Alarm,Power_SPC_Alarm,TempDiff_I_Alarm,TempDiff_MR,TempDiff_MR_Alarm,TempDiff_SPC_Alarm,SPC_Alarm_Count,SPC_Alarm_Count_Primary,RPM_I_Alarm,RPM_MR,RPM_MR_Alarm,RPM_SPC_Alarm,Mechanical_SPC_Alarm_Count,Mechanical_SPC_Any
3043,M17902,M,300.2,309.4,1459,43.9,39,0,0,0,0,0,0,9.199999999999989,6.707310787389721,0,5.0,0,0,0,0.42174834176891896,0,0,1,0.09999999999996412,0,1,1,0,0,84.0,0,0,0,0
3044,L50223,L,300.3,309.5,1551,37.9,42,0,0,0,0,0,0,9.199999999999989,6.155730893223447,0,6.0,0,0,0,0.5515798941662737,0,0,1,0.0,0,1,1,0,0,92.0,0,0,0,0
3045,L50224,L,300.2,309.4,1981,21.4,44,0,0,0,0,0,0,9.199999999999989,4.439426466689785,0,16.5,0,0,0,1.7163044265336627,0,0,1,0.0,0,1,1,0,0,430.0,0,0,0,0
3046,L50225,L,300.2,309.4,1526,35.3,46,0,0,0,0,0,0,9.199999999999989,5.641022824834809,0,13.899999999999999,0,0,0,1.2015963581450242,0,0,1,0.0,0,1,1,0,0,455.0,0,0,0,0
3047,M17906,M,300.2,309.4,1501,40.0,48,0,0,0,0,0,0,9.199999999999989,6.287374097384372,0,4.700000000000003,0,0,0,0.6463512725495635,0,0,1,0.0,0,1,1,0,0,25.0,0,0,0,0
3048,L50227,L,300.2,309.4,1558,38.3,51,0,0,0,0,0,0,9.199999999999989,6.248774395647266,0,1.7000000000000028,0,0,0,0.03859970173710625,0,0,1,0.0,0,1,1,0,0,57.0,0,0,0,0
3049,L50228,L,300.2,309.3,1532,43.2,53,0,0,0,0,0,0,9.100000000000025,6.93060472123137,0,4.900000000000006,0,0,0,0.6818303255841043,0,0,1,0.09999999999996412,0,1,1,0,0,26.0,0,0,0,0
3050,L50229,L,300.1,309.2,1326,55.9,55,0,0,0,0,0,0,9.099999999999966,7.762184296636589,0,12.699999999999996,0,0,0,0.8315795754052182,0,0,1,5.861977570020827e-14,0,1,1,0,0,206.0,0,0,0,0
3051,L50230,L,300.2,309.2,1431,51.3,57,0,0,0,0,0,0,9.0,7.687508639260759,0,4.600000000000001,0,0,0,0.07467565737582937,0,0,1,0.0999999999999659,0,1,1,0,0,105.0,0,0,0,0
3052,L50231,L,300.2,309.3,1366,49.3,59,0,0,0,0,0,0,9.100000000000025,7.052226244827343,0,2.0,0,0,0,0.6352823944334158,0,0,1,0.10000000000002451,0,1,1,0,0,65.0,0,0,0,0
3053,L50232,L,300.1,309.2,1421,42.5,61,0,0,0,0,0,0,9.099999999999966,6.324287811064053,0,6.799999999999997,0,0,0,0.7279384337632901,0,0,1,5.861977570020827e-14,0,1,1,0,0,55.0,0,0,0,0
3054,H32467,H,300.2,309.3,1506,35.6,63,0,0,0,0,0,0,9.100000000000025,5.614403063083391,0,6.899999999999999,0,0,0,0.709884747980662,0,0,1,5.861977570020827e-14,0,1,1,0,0,85.0,0,0,0,0
3055,H32468,H,300.2,309.3,1342,48.7,68,0,0,0,0,0,0,9.100000000000025,6.844001483747412,0,13.100000000000001,0,0,0,1.2295984206640211,0,0,1,0.0,0,1,1,0,0,164.0,0,0,0,0
3056,L50235,L,300.1,309.2,1427,37.6,73,0,0,0,0,0,0,9.099999999999966,5.618759404896369,0,11.100000000000001,0,0,0,1.2252420788510436,0,0,1,5.861977570020827e-14,0,1,1,0,0,85.0,0,0,0,0
3057,L50236,L,300.2,309.2,1667,29.9,75,0,0,0,0,0,0,9.0,5.219578170355738,0,7.700000000000003,0,0,0,0.3991812345406309,0,0,1,0.0999999999999659,0,1,1,0,0,240.0,0,0,0,0
3058,L50237,L,300.1,309.1,1400,46.7,77,0,0,0,0,0,0,9.0,6.846577589723356,0,16.800000000000004,0,0,0,1.6269994193676185,0,0,1,0.0,0,1,1,0,0,267.0,0,0,0,0
3059,L50238,L,300.0,309.0,1709,32.1,79,0,0,0,0,0,0,9.0,5.744810574133904,0,14.600000000000001,0,0,0,1.1017670155894521,0,0,1,0.0,0,1,1,0,0,309.0,0,0,0,0
3060,M17919,M,300.0,309.0,1368,45.8,81,0,0,0,0,0,0,9.0,6.56115342516921,0,13.699999999999996,0,0,0,0.8163428510353059,0,0,1,0.0,0,1,1,0,0,341.0,0,0,0,0
3061,L50240,L,300.0,309.1,1882,23.8,84,0,0,0,0,0,0,9.100000000000025,4.690565383417752,0,21.999999999999996,0,0,0,1.870588041751458,0,0,1,0.10000000000002451,0,1,1,0,0,514.0,0,0,0,0
3062,L50241,L,300.1,309.1,1353,58.7,86,0,0,0,0,0,0,9.0,8.316958143334011,0,34.900000000000006,0,0,0,3.626392759916259,0,0,1,0.10000000000002451,0,1,1,0,0,529.0,0,0,0,0
3063,L50242,L,299.9,309.0,1553,40.0,88,0,0,0,0,0,0,9.100000000000025,6.5051911880332645,0,18.700000000000003,0,0,0,1.8117669553007465,0,0,1,0.10000000000002451,0,1,1,0,0,200.0,0,0,0,0
3064,L50243,L,300.0,309.1,1431,45.4,90,0,0,0,0,0,0,9.100000000000025,6.803370218760984,0,5.399999999999999,0,0,0,0.29817903072771923,0,0,1,0.0,0,1,1,0,0,122.0,0,0,0,0
3065,M17924,M,300.1,309.1,1731,30.4,92,0,0,0,0,0,0,9.0,5.510604841808785,0,15.0,0,0,0,1.2927653769521985,0,0,1,0.10000000000002451,0,1,1,0,0,300.0,0,0,0,0
3066,M17925,M,300.1,309.2,1687,27.7,95,0,0,0,0,0,1,9.099999999999966,4.893543684766189,0,2.6999999999999993,0,0,0,0.6170611570425963,0,0,1,0.0999999999999659,0,1,1,0,0,44.0,0,0,0,0
3067,M17926,M,300.1,309.2,1457,44.3,98,0,0,0,0,0,0,9.099999999999966,6.75914706617395,0,16.599999999999998,0,0,0,1.8656033814077615,0,0,1,0.0,0,1,1,0,0,230.0,0,0,0,0
3068,L50247,L,300.1,309.2,1533,37.0,101,0,0,0,0,0,0,9.099999999999966,5.939809230142221,0,7.299999999999997,0,0,0,0.8193378360317292,0,0,1,0.0,0,1,1,0,0,76.0,0,0,0,0
3069,H32482,H,300.0,309.0,1622,31.8,103,0,0,0,0,0,0,9.0,5.401403081170003,0,5.199999999999999,0,0,0,0.5384061489722178,0,0,1,0.0999999999999659,0,1,1,0,0,89.0,0,0,0,0
3070,L50249,L,300.0,309.1,1791,28.2,108,0,0,0,0,0,0,9.100000000000025,5.28899689602456,0,3.6000000000000014,0,0,0,0.11240618514544298,0,0,1,0.10000000000002451,0,1,1,0,0,169.0,0,0,0,0
3071,L50250,L,300.0,309.1,1631,28.3,110,0,0,0,0,0,0,9.100000000000025,4.833581152984673,0,0.10000000000000142,0,0,0,0.45541574303988774,0,0,1,0.0,0,1,1,0,0,160.0,0,0,0,0
3072,L50251,L,300.0,309.0,2174,16.9,112,0,0,0,0,0,0,9.0,3.847466634949372,0,11.400000000000002,0,0,0,0.9861145180353006,0,0,1,0.10000000000002451,0,1,1,0,1,543.0,0,1,1,1
3073,L50252,L,300.1,309.0,1314,58.2,114,0,0,0,0,0,0,8.899999999999977,8.008422328824958,0,41.300000000000004,1,1,0,4.160955693875586,1,1,1,0.10000000000002274,0,1,3,2,0,860.0,1,1,3,1
3074,L50253,L,300.1,309.1,1478,46.9,116,0,0,0,0,0,0,9.0,7.258984929335599,0,11.300000000000004,0,0,0,0.7494373994893593,0,0,1,0.10000000000002274,0,1,1,0,0,164.0,0,0,0,0
3075,L50254,L,300.1,309.2,1783,27.3,118,0,0,0,0,0,0,9.099999999999966,5.097328328229048,0,19.599999999999998,0,0,0,2.161656601106551,0,0,1,0.0999999999999659,0,1,1,0,0,305.0,0,0,0,0
3076,M17935,M,300.1,309.2,1385,46.1,120,0,0,0,0,0,0,9.099999999999966,6.686199284757597,0,18.8,0,0,0,1.5888709565285497,0,0,1,0.0,0,1,1,0,0,398.0,0,0,0,0
3077,L50256,L,300.0,309.2,1444,43.6,123,0,0,0,0,0,0,9.199999999999989,6.592988230725588,0,2.5,0,0,0,0.09321105403200924,0,0,1,0.10000000000002274,0,1,1,0,0,59.0,0,0,0,0
3078,L50257,L,300.1,309.3,1841,23.0,125,0,0,0,0,0,0,9.199999999999989,4.434148591031754,0,20.6,0,0,0,2.1588396396938343,0,0,1,0.0,0,1,1,0,0,397.0,0,0,0,0
3079,M17938,M,300.1,309.4,1349,56.2,127,0,0,0,0,0,0,9.299999999999956,7.939202570690861,0,33.2,0,0,0,3.505053979659107,0,0,1,0.09999999999996767,0,1,1,0,0,492.0,0,0,0,0
3080,L50259,L,300.1,309.3,1340,56.0,130,0,0,0,0,0,0,9.199999999999989,7.85817042417927,0,0.20000000000000284,0,0,0,0.08103214651159085,0,0,1,0.09999999999996767,0,1,1,0,0,9.0,0,0,0,0
3081,M17940,M,299.9,309.2,1539,43.2,132,0,0,0,0,0,0,9.300000000000011,6.962271975179556,0,12.799999999999997,0,0,0,0.8958984489997137,0,0,1,0.10000000000002274,0,1,1,0,0,199.0,0,0,0,0
3082,M17941,M,300.0,309.3,1932,21.8,135,0,0,0,0,0,0,9.300000000000011,4.410544758227783,0,21.400000000000002,0,0,0,2.5517272169517735,0,0,1,0.0,0,1,1,0,0,393.0,0,0,0,0
3083,M17942,M,300.0,309.3,1407,43.9,138,0,0,0,0,0,0,9.300000000000011,6.468256530402561,0,22.099999999999998,0,0,0,2.0577117721747786,0,0,1,0.0,0,1,1,0,0,525.0,0,0,0,0
3084,L50263,L,300.1,309.3,1712,28.5,141,0,0,0,0,0,0,9.199999999999989,5.109486291798439,0,15.399999999999999,0,0,0,1.358770238604122,0,0,1,0.10000000000002274,0,1,1,0,0,305.0,0,0,0,0
3085,H32498,H,300.1,309.4,1329,55.2,143,0,0,0,0,0,0,9.299999999999956,7.682325011382337,0,26.700000000000003,0,0,0,2.572838719583898,0,0,1,0.09999999999996767,0,1,1,0,0,383.0,0,0,0,0
3086,L50265,L,300.1,309.2,1441,42.9,148,0,0,0,0,0,0,9.099999999999966,6.473660069766735,0,12.300000000000004,0,0,0,1.2086649416156021,0,0,1,0.1999999999999904,1,1,1,0,0,112.0,0,0,0,0
3087,L50266,L,300.0,309.2,1610,32.1,150,0,0,0,0,0,0,9.199999999999989,5.412021664339137,0,10.799999999999997,0,0,0,1.0616384054275985,0,0,1,0.10000000000002274,0,1,1,0,0,169.0,0,0,0,0
3088,M17947,M,300.0,309.1,1474,45.2,152,0,0,0,0,0,0,9.100000000000025,6.976932740896309,0,13.100000000000001,0,0,0,1.5649110765571725,0,0,1,0.09999999999996412,0,1,1,0,0,136.0,0,0,0,0
3089,M17948,M,300.0,309.1,1624,30.8,155,0,0,0,0,0,0,9.100000000000025,5.237998375281286,0,14.400000000000002,0,0,0,1.7389343656150231,0,0,1,0.0,0,1,1,0,0,150.0,0,0,0,0
3090,H32503,H,300.1,309.3,1520,38.2,158,0,0,0,0,0,0,9.199999999999989,6.080447861267925,0,7.400000000000002,0,0,0,0.8424494859866387,0,0,1,0.09999999999996412,0,1,1,0,0,104.0,0,0,0,0
3091,H32504,H,300.1,309.3,1448,45.8,163,0,0,0,0,0,0,9.199999999999989,6.944846607927644,0,7.599999999999994,0,0,0,0.8643987466597194,0,0,1,0.0,0,1,1,0,0,72.0,0,0,0,0
3092,L50271,L,300.0,309.3,1558,29.7,168,0,0,0,0,0,0,9.300000000000011,4.8456553407499685,0,16.099999999999998,0,0,0,2.099191267177676,0,0,1,0.10000000000002274,0,1,1,0,0,110.0,0,0,0,0
3093,M17952,M,300.0,309.3,2293,16.3,170,0,0,0,0,0,0,9.300000000000011,3.913995095376892,0,13.399999999999999,0,0,0,0.9316602453730765,0,0,1,0.0,0,1,1,0,1,735.0,1,1,1,1
3094,L50273,L,300.0,309.3,1397,51.2,173,0,0,0,0,0,0,9.300000000000011,7.490227092590834,0,34.900000000000006,0,0,0,3.5762319972139416,0,0,1,0.0,0,1,1,0,0,896.0,1,1,1,1
3095,L50274,L,300.0,309.3,1972,22.0,175,0,0,0,0,0,0,9.300000000000011,4.543161856111319,0,29.200000000000003,0,0,0,2.9470652364795145,0,0,1,0.0,0,1,1,0,0,575.0,0,0,0,0
3096,M17955,M,299.9,309.2,1574,36.5,177,0,0,0,0,0,0,9.300000000000011,6.016254651379573,0,14.5,0,0,0,1.4730927952682542,0,0,1,0.0,0,1,1,0,0,398.0,0,0,0,0
3097,L50276,L,299.9,309.2,1560,38.9,180,0,0,0,0,0,0,9.300000000000011,6.354813619681433,0,2.3999999999999986,0,0,0,0.33855896830185994,0,0,1,0.0,0,1,1,0,0,14.0,0,0,0,0
3098,M17957,M,299.9,309.2,1353,49.8,182,0,0,0,0,0,0,9.300000000000011,7.055954268109604,0,10.899999999999999,0,0,0,0.7011406484281704,0,0,1,0.0,0,1,1,0,0,207.0,0,0,0,0
3099,M17958,M,299.9,309.2,1389,51.2,185,0,0,0,0,0,0,9.300000000000011,7.44733388089382,0,1.4000000000000057,0,0,0,0.39137961278421596,0,0,1,0.0,0,1,1,0,0,36.0,0,0,0,0
3100,M17959,M,299.9,309.1,1513,43.8,188,0,0,0,0,0,0,9.200000000000044,6.939715339926781,0,7.400000000000006,0,0,0,0.5076185409670391,0,0,1,0.09999999999996767,0,1,1,0,0,124.0,0,0,0,0
3101,L50280,L,299.8,309.1,1578,42.1,191,0,0,0,0,0,0,9.300000000000011,6.956931267668453,0,1.6999999999999957,0,0,0,0.017215927741672132,0,0,1,0.09999999999996767,0,1,1,0,0,65.0,0,0,0,0
3102,H32515,H,299.8,309.0,1467,37.3,193,0,0,0,0,0,0,9.199999999999989,5.730170752368174,0,4.800000000000004,0,0,0,1.2267605153002785,0,0,1,0.10000000000002274,0,1,1,0,0,111.0,0,0,0,0
3103,L50282,L,299.9,309.1,1412,48.3,198,0,0,0,0,0,0,9.200000000000044,7.141845411258748,0,11.0,0,0,0,1.4116746588905738,0,0,1,5.5067062021407764e-14,0,1,1,0,0,55.0,0,0,0,0
3104,L50283,L,299.8,309.1,1668,30.3,200,0,0,0,0,0,0,9.300000000000011,5.2925783116496525,0,17.999999999999996,0,0,0,1.8492670996090954,0,0,1,0.09999999999996767,0,1,1,0,0,256.0,0,0,0,0
3105,M17964,M,299.8,309.2,1678,29.8,202,0,0,0,0,0,0,9.399999999999975,5.236448522905516,0,0.5,0,0,0,0.0561297887441361,0,0,1,0.09999999999996412,0,1,1,0,0,10.0,0,0,0,0
3106,L50285,L,299.8,309.1,1612,35.4,205,0,0,0,0,0,0,9.300000000000011,5.97581188195236,0,5.599999999999998,0,0,0,0.7393633590468438,0,0,1,0.09999999999996412,0,1,1,0,0,66.0,0,0,0,0
3107,L50286,L,299.8,309.1,1485,39.9,207,0,0,0,0,0,0,9.300000000000011,6.204802570472521,0,4.5,0,0,0,0.22899068852016047,0,0,1,0.0,0,1,1,0,0,127.0,0,0,0,0
3108,M17967,M,299.8,309.1,1456,39.4,209,0,0,0,0,0,0,9.300000000000011,6.007395360096449,0,0.5,0,0,0,0.19740721037607134,0,0,1,0.0,0,1,1,0,0,29.0,0,0,0,0
3109,L50288,L,299.8,309.2,1504,38.7,212,0,0,0,0,0,0,9.399999999999975,6.095192402788774,0,0.6999999999999957,0,0,0,0.08779704269232447,0,0,1,0.09999999999996412,0,1,1,0,0,48.0,0,0,0,0
3110,L50289,L,299.9,309.2,1491,44.3,214,0,0,0,0,0,0,9.300000000000011,6.916875961335182,0,5.599999999999994,0,0,0,0.8216835585464084,0,0,1,0.09999999999996412,0,1,1,0,0,13.0,0,0,0,0
3111,H32524,H,299.9,309.2,1525,33.2,0,0,0,0,0,0,0,9.300000000000011,5.301961201708375,0,11.099999999999994,0,0,0,1.6149147596268074,0,0,1,0.0,0,1,1,0,0,34.0,0,0,0,0
3112,L50291,L,300.0,309.2,1759,27.9,5,0,0,0,0,0,0,9.199999999999989,5.139237174227935,0,5.300000000000004,0,0,0,0.16272402748044001,0,0,1,0.10000000000002274,0,1,1,0,0,234.0,0,0,0,0
3113,M17972,M,299.8,309.1,1355,56.7,7,0,0,0,0,0,0,9.300000000000011,8.04546170621078,0,28.800000000000004,0,0,0,2.9062245319828452,0,0,1,0.10000000000002274,0,1,1,0,0,404.0,0,0,0,0
3114,M17973,M,299.9,309.1,1345,56.8,10,0,0,0,0,0,0,9.200000000000044,8.000170412121527,0,0.09999999999999432,0,0,0,0.04529129408925314,0,0,1,0.09999999999996767,0,1,1,0,0,10.0,0,0,0,0
3115,M17974,M,299.9,309.2,1683,30.5,13,0,0,0,0,0,0,9.300000000000011,5.375422109924815,0,26.299999999999997,0,0,0,2.6247483021967115,0,0,1,0.09999999999996767,0,1,1,0,0,338.0,0,0,0,0
3116,L50295,L,299.9,309.2,1658,34.8,16,0,0,0,0,0,0,9.300000000000011,6.042162318796176,0,4.299999999999997,0,0,0,0.666740208871361,0,0,1,0.0,0,1,1,0,0,25.0,0,0,0,0
3117,L50296,L,300.0,309.2,1566,34.4,18,0,0,0,0,0,0,9.199999999999989,5.64129509619812,0,0.3999999999999986,0,0,0,0.4008672225980563,0,0,1,0.10000000000002274,0,1,1,0,0,92.0,0,0,0,0
3118,M17977,M,300.1,309.3,1469,43.9,20,0,0,0,0,0,0,9.199999999999989,6.7532827598872505,0,9.5,0,0,0,1.1119876636891304,0,0,1,0.0,0,1,1,0,0,97.0,0,0,0,0
3119,M17978,M,300.2,309.5,1458,46.9,23,0,0,0,0,0,0,9.300000000000011,7.160757799033359,0,3.0,0,0,0,0.4074750391461084,0,0,1,0.10000000000002274,0,1,1,0,0,11.0,0,0,0,0
3120,L50299,L,300.1,309.4,1858,23.6,26,0,0,0,0,0,0,9.299999999999956,4.591835598290938,0,23.299999999999997,0,0,0,2.5689222007424206,0,0,1,5.5067062021407764e-14,0,1,1,0,0,400.0,0,0,0,0
3121,H32534,H,300.1,309.4,1563,40.8,28,0,0,0,0,0,0,9.299999999999956,6.678020671882751,0,17.199999999999996,0,0,0,2.086185073591813,0,0,1,0.0,0,1,1,0,0,295.0,0,0,0,0
3122,L50301,L,300.1,309.4,2141,17.9,33,0,0,0,0,0,0,9.299999999999956,4.013269423230329,0,22.9,0,0,0,2.664751248652422,0,0,1,0.0,0,1,1,0,1,578.0,0,1,1,1
3123,L50302,L,300.0,309.3,1473,46.0,35,0,0,0,0,0,0,9.300000000000011,7.0956011673979065,0,28.1,0,0,0,3.0823317441675773,0,0,1,5.5067062021407764e-14,0,1,1,0,0,668.0,1,1,1,1
3124,H32537,H,300.0,309.4,1498,38.5,37,0,0,0,0,0,0,9.399999999999975,6.0395024370161385,0,7.5,0,0,0,1.056098730381768,0,0,1,0.09999999999996412,0,1,1,0,0,25.0,0,0,0,0
3125,L50304,L,300.1,309.4,1568,39.7,42,0,0,0,0,0,0,9.299999999999956,6.518762868296774,0,1.2000000000000028,0,0,0,0.4792604312806352,0,0,1,0.10000000000001918,0,1,1,0,0,70.0,0,0,0,0
3126,L50305,L,300.1,309.4,1694,27.4,44,0,0,0,0,0,0,9.299999999999956,4.86063026573208,0,12.300000000000004,0,0,0,1.6581326025646934,0,0,1,0.0,0,1,1,0,0,126.0,0,0,0,0
3127,L50306,L,300.0,309.4,1499,35.7,46,0,0,0,0,0,0,9.399999999999975,5.60400439140001,0,8.300000000000004,0,0,0,0.7433741256679296,0,0,1,0.10000000000001918,0,1,1,0,0,195.0,0,0,0,0
3128,L50307,L,300.0,309.5,1717,28.3,48,0,0,0,0,0,0,9.5,5.0884480929949,0,7.400000000000002,0,0,0,0.5155562984051096,0,0,0,0.10000000000002451,0,0,0,0,0,218.0,0,0,0,0
3129,M17988,M,300.1,309.5,1462,42.8,50,0,0,0,0,0,0,9.399999999999975,6.552692068955542,0,14.499999999999996,0,0,0,1.4642439759606418,0,0,1,0.10000000000002451,0,1,1,0,0,255.0,0,0,0,0
3130,L50309,L,300.1,309.6,1642,34.5,53,0,0,0,0,0,0,9.5,5.932269407773607,0,8.299999999999997,0,0,0,0.6204226611819355,0,0,0,0.10000000000002451,0,0,0,0,0,180.0,0,0,0,0
3131,L50310,L,300.1,309.6,1760,25.4,55,0,0,0,0,0,0,9.5,4.68139193286927,0,9.100000000000001,0,0,0,1.2508774749043363,0,0,0,0.0,0,0,0,0,0,118.0,0,0,0,0
3132,L50311,L,300.1,309.5,1660,32.7,57,0,0,0,0,0,0,9.399999999999975,5.684397747405372,0,7.300000000000004,0,0,0,1.0030058145361016,0,0,1,0.10000000000002451,0,1,1,0,0,100.0,0,0,0,0
3133,L50312,L,300.1,309.5,1557,40.6,59,0,0,0,0,0,0,9.399999999999975,6.619775544085197,0,7.899999999999999,0,0,0,0.9353777966798251,0,0,1,0.0,0,1,1,0,0,103.0,0,0,0,0
3134,H32547,H,300.2,309.6,1442,49.2,61,0,0,0,0,0,0,9.400000000000034,7.429489634621431,0,8.600000000000001,0,0,0,0.8097140905362341,0,0,1,5.861977570020827e-14,0,1,1,0,0,115.0,0,0,0,0
3135,L50314,L,300.2,309.6,1359,51.5,66,0,0,0,0,0,0,9.400000000000034,7.329178581192307,0,2.299999999999997,0,0,0,0.10031105342912383,0,0,1,0.0,0,1,1,0,0,83.0,0,0,0,0
3136,L50315,L,300.4,309.8,1342,52.5,68,0,0,0,0,0,0,9.400000000000034,7.378030346955629,0,1.0,0,0,0,0.048851765763322064,0,0,1,0.0,0,1,1,0,0,17.0,0,0,0,0
3137,L50316,L,300.4,309.9,1435,54.8,70,0,0,0,0,0,0,9.5,8.234952103099804,0,2.299999999999997,0,0,0,0.8569217561441747,0,0,0,0.0999999999999659,0,0,0,0,0,93.0,0,0,0,0
3138,L50317,L,300.4,309.9,1567,36.5,72,0,0,0,0,0,0,9.5,5.989498753946501,0,18.299999999999997,0,0,0,2.245453349153303,0,0,0,0.0,0,0,0,0,0,132.0,0,0,0,0
3139,L50318,L,300.4,309.9,1376,43.5,74,0,0,0,0,0,0,9.5,6.268105662442355,0,7.0,0,0,0,0.27860690849585357,0,0,0,0.0,0,0,0,0,0,191.0,0,0,0,0
3140,H32553,H,300.4,309.9,1513,38.7,76,0,0,0,0,0,0,9.5,6.131666293496951,0,4.799999999999997,0,0,0,0.13643936894540332,0,0,0,0.0,0,0,0,0,0,137.0,0,0,0,0
3141,H32554,H,300.4,309.9,2563,12.8,81,1,0,0,1,0,0,9.5,3.4354781743576064,0,25.900000000000002,0,0,0,2.696188119139345,0,0,0,0.0,0,0,0,0,1,1050.0,1,1,1,1
3142,L50321,L,300.5,310.0,1521,45.1,86,0,0,0,0,0,0,9.5,7.183471513918813,0,32.3,0,0,0,3.747993339561207,0,0,0,0.0,0,0,0,0,0,1042.0,1,1,1,1
3143,L50322,L,300.6,310.0,1658,34.7,88,0,0,0,0,0,0,9.399999999999975,6.024799783397338,0,10.399999999999999,0,0,0,1.1586717305214753,0,0,1,0.10000000000002451,0,1,1,0,0,137.0,0,0,0,0
3144,H32557,H,300.6,310.0,1419,42.4,90,0,0,0,0,0,0,9.399999999999975,6.3005268986274015,0,7.699999999999996,0,0,0,0.27572711523006355,0,0,1,0.0,0,1,1,0,0,239.0,0,0,0,0
3145,M18004,M,300.6,310.0,1478,36.3,95,0,0,0,0,0,0,9.399999999999975,5.6183614698269135,0,6.100000000000001,0,0,0,0.6821654288004879,0,0,1,0.0,0,1,1,0,0,59.0,0,0,0,0
3146,M18005,M,300.5,310.0,1415,43.5,98,0,0,0,0,0,0,9.5,6.445762727002858,0,7.200000000000003,0,0,0,0.8274012571759446,0,0,0,0.10000000000002451,0,0,0,0,0,63.0,0,0,0,0
3147,M18006,M,300.5,309.9,1780,26.5,101,0,0,0,0,0,0,9.399999999999975,4.939630848994352,0,17.0,0,0,0,1.5061318780085058,0,0,1,0.10000000000002451,0,1,1,0,0,365.0,0,0,0,0
3148,M18007,M,300.4,309.7,1440,42.8,104,0,0,0,0,0,0,9.300000000000011,6.454087947534871,0,16.299999999999997,0,0,0,1.514457098540519,0,0,1,0.09999999999996412,0,1,1,0,0,340.0,0,0,0,0
3149,H32562,H,300.4,309.8,1448,39.7,107,0,0,0,0,0,0,9.400000000000034,6.019877954906714,0,3.0999999999999943,0,0,0,0.4342099926281575,0,0,1,0.10000000000002274,0,1,1,0,0,8.0,0,0,0,0
3150,H32563,H,300.4,309.7,1500,35.2,112,0,0,0,0,0,0,9.300000000000011,5.529203070318037,0,4.5,0,0,0,0.49067488458867725,0,0,1,0.10000000000002274,0,1,1,0,0,52.0,0,0,0,0
3151,L50330,L,300.4,309.8,1513,32.9,117,0,0,0,0,0,0,9.400000000000034,5.212708554419889,0,2.3000000000000043,0,0,0,0.3164945158981478,0,0,1,0.10000000000002274,0,1,1,0,0,13.0,0,0,0,0
3152,L50331,L,300.5,309.8,1428,43.8,119,0,0,0,0,0,0,9.300000000000011,6.549843691616287,0,10.899999999999999,0,0,0,1.3371351371963982,0,0,1,0.10000000000002274,0,1,1,0,0,85.0,0,0,0,0
3153,M18012,M,300.5,309.8,1473,42.3,121,0,0,0,0,0,0,9.300000000000011,6.52486803002025,0,1.5,0,0,0,0.024975661596037035,0,0,1,0.0,0,1,1,0,0,45.0,0,0,0,0
3154,M18013,M,300.5,309.9,1483,49.3,124,0,0,0,0,0,0,9.399999999999975,7.656260264333052,0,7.0,0,0,0,1.131392234312802,0,0,1,0.09999999999996412,0,1,1,0,0,10.0,0,0,0,0
3155,L50334,L,300.4,309.7,1534,42.5,127,0,0,0,0,0,0,9.300000000000011,6.827204435026219,0,6.799999999999997,0,0,0,0.8290558293068333,0,0,1,0.09999999999996412,0,1,1,0,0,51.0,0,0,0,0
3156,L50335,L,300.5,309.8,1367,54.0,129,0,0,0,0,0,0,9.300000000000011,7.730202883423045,0,11.5,0,0,0,0.9029984483968265,0,0,1,0.0,0,1,1,0,0,167.0,0,0,0,0
3157,L50336,L,300.4,309.7,1467,36.9,131,0,0,0,0,0,0,9.300000000000011,5.668721200063958,0,17.1,0,0,0,2.061481683359087,0,0,1,0.0,0,1,1,0,0,100.0,0,0,0,0
3158,M18017,M,300.4,309.7,1488,42.2,133,0,0,0,0,0,0,9.300000000000011,6.5757304150818685,0,5.300000000000004,0,0,0,0.9070092150179105,0,0,1,0.0,0,1,1,0,0,21.0,0,0,0,0
3159,L50338,L,300.4,309.7,1679,30.1,136,0,0,0,0,0,0,9.300000000000011,5.292316512261854,0,12.100000000000001,0,0,0,1.2834139028200147,0,0,1,0.0,0,1,1,0,0,191.0,0,0,0,0
3160,H32573,H,300.4,309.8,1409,47.5,138,0,0,0,0,0,0,9.400000000000034,7.00863141077103,0,17.4,0,0,0,1.716314898509176,0,0,1,0.10000000000002274,0,1,1,0,0,270.0,0,0,0,0
3161,M18020,M,300.4,309.7,1367,51.2,143,0,0,0,0,0,0,9.300000000000011,7.329377548727035,0,3.700000000000003,0,0,0,0.3207461379560055,0,0,1,0.10000000000002274,0,1,1,0,0,42.0,0,0,0,0
3162,L50341,L,300.4,309.8,1314,63.1,146,0,0,0,0,0,0,9.400000000000034,8.682670944138398,0,11.899999999999999,0,0,0,1.3532933954113622,0,0,1,0.10000000000002274,0,1,1,0,0,53.0,0,0,0,0
3163,L50342,L,300.5,309.9,1480,40.0,148,0,0,0,0,0,0,9.399999999999975,6.199409503083859,0,23.1,0,0,0,2.4832614410545384,0,0,1,5.861977570020827e-14,0,1,1,0,0,166.0,0,0,0,0
