UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference [K],Mechanical power [kW]
4701,L51880,L,303.5,311.7,1620,31.0,141,0,0,0,0,0,0,8.199999999999989,5.259026102109313
4702,H34115,H,303.5,311.7,1584,32.7,143,0,0,0,0,0,0,8.199999999999989,5.4241482119819935
4703,L51882,L,303.6,311.8,1222,66.8,148,1,0,1,0,0,0,8.199999999999989,8.548231722515778
4704,M19563,M,303.6,311.8,1432,42.5,150,0,0,0,0,0,0,8.199999999999989,6.373244296582493
4705,L51884,L,303.7,311.9,1561,33.3,153,0,0,0,0,0,0,8.199999999999989,5.44346900680157
4706,L51885,L,303.6,311.8,1614,33.2,155,0,0,0,0,0,0,8.199999999999989,5.611387134135946
4707,L51886,L,303.5,311.7,1959,22.3,157,0,0,0,0,0,0,8.199999999999989,4.574755806230921
4708,L51887,L,303.5,311.8,1944,23.5,159,0,0,0,0,0,0,8.300000000000011,4.784017292886537
4709,L51888,L,303.4,311.7,1793,25.8,161,0,0,0,0,0,0,8.300000000000011,4.844273039982389
4710,M19569,M,303.4,311.6,1446,50.0,163,0,0,0,0,0,0,8.200000000000045,7.571238295151402
4711,L51890,L,303.4,311.7,1673,32.2,166,0,0,0,0,0,0,8.300000000000011,5.641316040149144
4712,M19571,M,303.4,311.7,1515,44.2,168,0,0,0,0,0,0,8.300000000000011,7.012348962077779
4713,L51892,L,303.4,311.8,1564,35.9,171,0,0,0,0,0,0,8.400000000000034,5.879762922556609
4714,L51893,L,303.5,311.8,1451,45.2,173,0,0,0,0,0,0,8.300000000000011,6.86806608347391
4715,H34128,H,303.4,311.8,1693,28.3,175,0,0,0,0,0,0,8.400000000000034,5.017322435317627
4716,L51895,L,303.4,311.7,1476,42.3,180,0,0,0,0,0,0,8.300000000000011,6.538156966944934
4717,L51896,L,303.4,311.6,1712,30.1,182,0,0,0,0,0,0,8.200000000000045,5.396334645022213
4718,M19577,M,303.4,311.6,1425,45.4,184,0,0,0,0,0,0,8.200000000000045,6.7748445574663885
4719,L51898,L,303.3,311.6,1337,56.8,187,1,0,1,0,0,0,8.300000000000011,7.9525857553951536
4720,M19579,M,303.4,311.7,1690,34.9,189,0,0,0,0,0,0,8.300000000000011,6.176475876712653
4721,M19580,M,303.4,311.7,1353,44.1,192,1,0,1,0,0,0,8.300000000000011,6.248345044651275
4722,L51901,L,303.5,311.8,1927,21.9,195,0,0,0,0,0,0,8.300000000000011,4.4193098017312975
4723,M19582,M,303.4,311.8,1391,42.7,197,0,0,0,0,0,0,8.400000000000034,6.2199031591607765
4724,L51903,L,303.4,311.8,1366,50.9,200,1,0,1,0,0,0,8.400000000000034,7.281101741616872
4725,L51904,L,303.4,311.9,1771,31.6,202,0,0,0,0,0,0,8.5,5.8604944876145915
4726,M19585,M,303.4,311.8,1515,42.6,204,0,0,0,0,0,0,8.400000000000034,6.758508275667723
4727,M19586,M,303.4,311.8,2133,18.3,207,0,0,0,0,0,0,8.400000000000034,4.087620449365288
4728,M19587,M,303.4,311.8,1341,47.0,210,1,0,1,0,0,0,8.400000000000034,6.600172005926797
4729,L51908,L,303.4,311.7,1406,47.1,213,0,0,0,0,0,0,8.300000000000011,6.934814455387181
4730,L51909,L,303.4,311.8,1306,61.0,215,1,0,1,0,1,0,8.400000000000034,8.342604011362814
4731,L51910,L,303.3,311.7,1508,35.5,217,0,0,0,0,0,0,8.399999999999977,5.606067370575866
4732,L51911,L,303.3,311.6,1301,45.1,219,1,0,1,0,0,0,8.300000000000011,6.144442103621549
4733,L51912,L,303.3,311.7,1539,38.5,221,0,0,0,0,0,0,8.399999999999977,6.204802570472521
4734,L51913,L,303.3,311.6,1484,44.6,223,0,0,0,0,0,0,8.300000000000011,6.93102360025185
4735,L51914,L,303.2,311.5,1507,39.2,225,0,0,0,0,0,0,8.300000000000011,6.18625670184083
4736,L51915,L,303.2,311.5,1544,42.5,227,0,0,0,0,0,0,8.300000000000011,6.871710330952075
4737,L51916,L,303.2,311.5,1513,37.9,0,0,0,0,0,0,0,8.300000000000011,6.0049135019001145
4738,M19597,M,303.2,311.5,1336,58.2,2,1,0,1,0,0,0,8.300000000000011,8.14250550328017
4739,M19598,M,303.2,311.4,2102,19.0,5,0,0,0,0,0,0,8.199999999999989,4.182297579968971
4740,L51919,L,303.2,311.4,1351,53.8,8,1,0,1,0,0,0,8.199999999999989,7.611429737166326
4741,L51920,L,303.3,311.5,1601,35.2,10,0,0,0,0,0,0,8.199999999999989,5.901502743719451
4742,L51921,L,303.2,311.3,1393,52.9,12,0,0,0,0,0,0,8.100000000000023,7.716767338841192
4743,L51922,L,303.3,311.3,1592,33.7,14,0,0,0,0,0,0,8.0,5.618256750071796
4744,L51923,L,303.3,311.3,1409,51.8,16,0,0,0,0,0,0,8.0,7.643096991114511
4745,L51924,L,303.3,311.3,1393,47.4,18,0,0,0,0,0,0,8.0,6.914456934991918
4746,H34159,H,303.2,311.2,1475,43.1,20,0,0,0,0,0,0,8.0,6.657296632344572
4747,L51926,L,303.2,311.2,1427,45.6,25,0,0,0,0,0,0,8.0,6.814240129342405
4748,L51927,L,303.3,311.2,1763,27.3,27,0,0,0,0,0,0,7.899999999999977,5.040151341933712
4749,L51928,L,303.2,311.2,1363,46.7,29,1,0,1,0,0,0,8.0,6.665632324852097
4750,L51929,L,303.2,311.2,1404,50.9,31,0,0,0,0,0,0,8.0,7.483650691969318
4751,M19610,M,303.2,311.2,1688,31.9,33,0,0,0,0,0,0,8.0,5.638865597879343
4752,L51931,L,303.3,311.4,1510,37.3,36,0,0,0,0,0,0,8.099999999999966,5.898130767604597
4753,H34166,H,303.3,311.3,1502,39.5,38,0,0,0,0,0,0,8.0,6.212918351494295
4754,H34167,H,303.2,311.4,1607,36.6,43,0,0,0,0,0,0,8.199999999999989,6.159218061068934
4755,M19614,M,303.3,311.5,1384,54.8,48,0,0,0,0,0,0,8.199999999999989,7.94228133149138
4756,L51935,L,303.4,311.7,1295,51.3,51,1,0,1,0,0,0,8.300000000000011,6.956899851741918
4757,H34170,H,303.4,311.7,1991,19.0,53,0,0,0,0,0,0,8.300000000000011,3.961443616421609
4758,L51937,L,303.4,311.6,1497,42.8,58,0,0,0,0,0,0,8.200000000000045,6.709562262124792
4759,L51938,L,303.5,311.6,1465,48.7,60,0,0,0,0,0,0,8.100000000000023,7.471283288889685
4760,L51939,L,303.5,311.6,1361,46.5,62,1,0,1,0,0,0,8.100000000000023,6.627346782380347
4761,L51940,L,303.6,311.7,1546,38.5,64,0,0,0,0,0,0,8.099999999999966,6.23302454447727
4762,H34175,H,303.7,311.9,1332,52.7,66,1,0,1,0,0,0,8.199999999999989,7.350949818281686
4763,M19622,M,303.7,312.0,2663,11.4,71,1,0,0,1,0,0,8.300000000000011,3.1791032698736554
4764,L51943,L,303.7,312.1,1443,45.9,74,0,0,0,0,0,0,8.400000000000034,6.9359768446690095
4765,M19624,M,303.7,312.0,1402,48.6,76,0,0,0,0,0,0,8.300000000000011,7.135310898539282
4766,L51945,L,303.7,312.0,1892,22.5,79,0,0,0,0,0,0,8.300000000000011,4.457919975443917
4767,M19626,M,303.6,312.0,1645,35.7,81,0,0,0,0,0,0,8.399999999999977,6.1498246990347
4768,L51947,L,303.6,311.9,1473,50.1,84,0,0,0,0,0,0,8.299999999999955,7.728035184492068
4769,L51948,L,303.6,312.0,1309,52.9,86,1,0,1,0,0,0,8.399999999999977,7.2514346349914724
4770,H34183,H,303.6,311.9,1544,37.1,88,0,0,0,0,0,0,8.299999999999955,5.9985989006664
4771,L51950,L,303.5,311.9,1344,49.3,93,1,0,1,0,0,0,8.399999999999977,6.93864719842456
4772,M19631,M,303.6,311.9,1617,36.0,95,0,0,0,0,0,0,8.299999999999955,6.095946385025634
4773,M19632,M,303.6,312.0,1435,37.9,98,0,0,0,0,0,0,8.399999999999977,5.6953409618153765
4774,L51953,L,303.6,312.0,1391,50.3,101,0,0,0,0,0,0,8.399999999999977,7.32695852238377
4775,L51954,L,303.6,312.0,1827,23.3,103,0,0,0,0,0,0,8.399999999999977,4.457825727664309
4776,L51955,L,303.5,312.0,1761,25.8,105,0,0,0,0,0,0,8.5,4.757816410155598
4777,L51956,L,303.5,312.1,1522,36.4,107,0,0,0,0,0,0,8.600000000000023,5.801558209433247
4778,M19637,M,303.5,312.2,1818,23.6,109,0,0,0,0,0,0,8.699999999999989,4.492980149457979
4779,H34192,H,303.6,312.2,1371,54.6,112,1,0,1,0,0,0,8.599999999999966,7.838964821090324
4780,L51959,L,303.7,312.3,1511,38.9,117,0,0,0,0,0,0,8.600000000000023,6.155207294447851
4781,L51960,L,303.7,312.4,1404,46.6,119,0,0,0,0,0,0,8.699999999999989,6.851436586360908
4782,L51961,L,303.7,312.3,1384,45.9,121,0,0,0,0,0,0,8.600000000000023,6.652385275829459
4783,L51962,L,303.8,312.5,1368,52.6,123,0,0,0,0,0,0,8.699999999999989,7.535298475194334
4784,L51963,L,303.7,312.5,1641,36.0,125,0,0,0,0,0,0,8.800000000000011,6.186424253449021
4785,L51964,L,303.9,312.6,1642,32.3,127,0,0,0,0,0,0,8.700000000000045,5.5539797643793465
4786,H34199,H,303.9,312.7,1401,50.0,129,0,0,0,0,0,0,8.800000000000011,7.335618846132167
4787,L51966,L,303.8,312.6,1577,41.3,134,0,0,0,0,0,0,8.800000000000011,6.820408122918951
4788,L51967,L,303.7,312.6,1396,44.1,136,0,0,0,0,0,0,8.900000000000034,6.446925116284687
4789,H34202,H,303.7,312.6,1514,35.5,138,0,0,0,0,0,0,8.900000000000034,5.628372678416355
4790,L51969,L,303.8,312.8,1646,35.8,143,0,0,0,0,0,0,9.0,6.1708000659851665
4791,L51970,L,303.8,312.8,1443,40.7,145,0,0,0,0,0,0,9.0,6.15020169015313
4792,M19651,M,303.7,312.7,1469,48.5,147,0,0,0,0,0,0,9.0,7.460916033132841
4793,H34206,H,303.7,312.7,1564,40.2,150,0,0,0,0,0,0,9.0,6.584024219687345
4794,H34207,H,303.6,312.6,1498,40.2,155,0,0,0,0,0,0,9.0,6.306181765403863
4795,L51974,L,303.6,312.6,1699,27.9,160,0,0,0,0,0,0,9.0,4.963936304157625
4796,L51975,L,303.6,312.5,1431,49.0,162,0,0,0,0,0,0,8.899999999999977,7.342844509235423
4797,L51976,L,303.5,312.4,1390,47.3,164,0,0,0,0,0,0,8.899999999999977,6.885009739852271
4798,L51977,L,303.5,312.5,1380,46.1,166,0,0,0,0,0,0,9.0,6.662061381202516
4799,L51978,L,303.5,312.5,1457,46.4,168,0,0,0,0,0,0,9.0,7.079558100913575
4800,L51979,L,303.5,312.5,1418,42.2,170,0,0,0,0,0,0,9.0,6.266388258458393
4801,M19660,M,303.5,312.5,1353,51.0,172,0,0,0,0,0,0,9.0,7.225977262521884
4802,L51981,L,303.5,312.4,1574,32.7,175,0,0,0,0,0,0,8.899999999999977,5.389904852057866
4803,M19662,M,303.5,312.4,1318,54.2,177,0,0,0,0,0,0,8.899999999999977,7.480718538825967
4804,L51983,L,303.6,312.5,1710,31.4,180,0,0,0,0,0,0,8.899999999999977,5.622822531395011
4805,L51984,L,303.7,312.6,1621,38.8,182,0,0,0,0,0,0,8.900000000000034,6.586328054299976
4806,L51985,L,303.6,312.6,1606,33.6,184,0,0,0,0,0,0,9.0,5.650845537865033
4807,H34220,H,303.6,312.5,1375,54.0,186,0,0,0,0,0,0,8.899999999999977,7.775441817634738
4808,L51987,L,303.5,312.4,1503,36.5,191,0,0,0,0,0,0,8.899999999999977,5.744873405986975
4809,L51988,L,303.5,312.3,1404,48.6,193,0,0,0,0,0,0,8.800000000000011,7.145489658736913
4810,L51989,L,303.4,312.2,1656,32.7,195,0,0,0,0,0,0,8.800000000000011,5.670700403435721
4811,M19670,M,303.4,312.1,1499,39.4,197,0,0,0,0,0,0,8.700000000000045,6.1848115692201775
4812,M19671,M,303.4,312.0,1748,28.4,200,0,0,0,0,0,0,8.600000000000023,5.198623747356293
4813,L51992,L,303.4,311.9,1531,37.9,203,0,0,0,0,0,0,8.5,6.076353318842745
4814,M19673,M,303.3,311.8,1536,40.6,205,0,0,0,0,0,0,8.5,6.530491480870175
4815,L51994,L,303.4,311.8,1401,53.0,208,1,0,0,0,1,0,8.400000000000034,7.775755976900097
4816,H34229,H,303.4,311.9,1534,33.2,210,0,0,0,0,0,0,8.5,5.333251464538129
4817,L51996,L,303.4,312.0,1521,35.9,215,1,1,0,0,0,0,8.600000000000023,5.718107036578391
4818,L51997,L,303.5,312.1,1674,30.8,0,0,0,0,0,0,0,8.600000000000023,5.399266798165563
4819,M19678,M,303.6,312.1,1967,20.9,2,0,0,0,0,0,0,8.5,4.305060548895749
4820,L51999,L,303.6,312.2,1696,30.7,5,0,0,0,0,0,0,8.599999999999966,5.452464433766348
4821,M19680,M,303.6,312.1,1627,32.5,7,0,0,0,0,0,0,8.5,5.537318851339809
4822,L52001,L,303.5,311.9,1405,45.6,10,0,0,0,0,0,0,8.399999999999977,6.709185271006363
4823,L52002,L,303.5,311.9,1565,38.9,12,0,0,0,0,0,0,8.399999999999977,6.375181612052208
4824,L52003,L,303.5,311.9,1493,38.7,14,0,0,0,0,0,0,8.399999999999977,6.0506132030343345
4825,L52004,L,303.4,311.8,1499,45.0,16,0,0,0,0,0,0,8.400000000000034,7.06387108159665
4826,L52005,L,303.3,311.8,1692,30.6,18,0,0,0,0,0,0,8.5,5.421886265271408
4827,L52006,L,303.4,311.8,2268,15.8,20,0,0,0,0,0,0,8.400000000000034,3.7525695928599365
4828,L52007,L,303.4,311.8,1438,58.9,22,0,0,0,0,0,0,8.400000000000034,8.869574763075969
4829,L52008,L,303.5,311.9,1515,39.2,24,0,0,0,0,0,0,8.399999999999977,6.219096817046355
4830,L52009,L,303.4,311.9,1491,38.2,26,0,0,0,0,0,0,8.5,5.9644393165463665
4831,L52010,L,303.5,312.0,1756,29.7,28,0,0,0,0,0,0,8.5,5.46147033270664
4832,L52011,L,303.5,312.0,1366,54.5,30,1,0,1,0,0,0,8.5,7.7960716093933105
4833,L52012,L,303.5,312.0,1436,45.1,32,0,0,0,0,0,0,8.5,6.782028332667597
4834,L52013,L,303.4,311.9,1377,41.6,34,1,0,1,0,0,0,8.5,5.9986826764704935
4835,M19694,M,303.4,311.9,1510,42.2,36,0,0,0,0,0,0,8.5,6.672952235734961
4836,M19695,M,303.4,311.9,1419,50.9,39,0,0,0,0,0,0,8.5,7.5636042250031785
4837,L52016,L,303.3,311.8,1315,62.0,42,1,0,1,0,0,0,8.5,8.537801634905861
4838,H34251,H,303.3,311.8,1806,27.7,44,0,0,0,0,0,0,8.5,5.238731413567123
4839,H34252,H,303.3,311.8,1649,29.4,49,0,0,0,0,0,0,8.5,5.076876560054178
4840,H34253,H,303.4,311.9,1402,50.0,54,0,0,0,0,0,0,8.5,7.34085483388815
4841,L52020,L,303.4,311.9,1298,63.9,59,1,0,1,0,0,0,8.5,8.685686873085844
4842,M19701,M,303.3,311.8,1441,44.9,61,0,0,0,0,0,0,8.5,6.775462404021595
4843,M19702,M,303.3,311.8,1489,49.4,64,0,0,0,0,0,0,8.5,7.702829139434765
4844,L52023,L,303.3,311.8,1842,24.5,67,0,0,0,0,0,0,8.5,4.725897828795126
4845,M19704,M,303.4,311.8,1316,50.9,69,1,0,1,0,0,0,8.400000000000034,7.014589964837339
4846,M19705,M,303.3,311.8,1583,33.3,72,0,0,0,0,0,0,8.5,5.520186699402233
4847,M19706,M,303.3,311.8,1548,33.5,75,0,0,0,0,0,0,8.5,5.430557060995317
4848,L52027,L,303.4,311.9,1434,44.6,78,0,0,0,0,0,0,8.5,6.697498546335008
4849,H34262,H,303.5,312.0,1397,52.9,80,0,0,0,0,0,0,8.5,7.738926039024513
4850,M19709,M,303.5,312.0,1475,42.9,85,0,0,0,0,0,0,8.5,6.6264043045842715
4851,L52030,L,303.5,312.0,1441,56.8,88,0,0,0,0,0,0,8.5,8.571186292838009
4852,L52031,L,303.7,312.1,1363,51.8,90,1,0,1,0,0,0,8.400000000000034,7.393570758615386
4853,L52032,L,303.7,312.2,1619,34.9,92,0,0,0,0,0,0,8.5,5.916990795501648
4854,L52033,L,303.7,312.2,1487,34.0,94,0,0,0,0,0,0,8.5,5.294421379339759
4855,L52034,L,303.7,312.2,1568,33.8,96,0,0,0,0,0,0,8.5,5.549979469733776
4856,L52035,L,303.7,312.3,1375,46.2,98,0,0,0,0,0,0,8.600000000000023,6.652322443976387
4857,M19716,M,303.6,312.3,1698,31.3,100,0,0,0,0,0,0,8.699999999999989,5.565582713246606
4858,L52037,L,303.7,312.3,1606,37.4,103,0,0,0,0,0,0,8.600000000000023,6.289929259409292
4859,L52038,L,303.7,312.3,1349,51.0,105,0,0,0,0,0,0,8.600000000000023,7.204614432477473
4860,L52039,L,303.7,312.4,1535,38.6,107,0,0,0,0,0,0,8.699999999999989,6.204750210594962
4861,M19720,M,303.6,312.4,1504,49.5,109,0,0,0,0,0,0,8.799999999999955,7.79617632914843
4862,L52041,L,303.5,312.3,1946,21.1,112,0,0,0,0,0,0,8.800000000000011,4.2998559770663025
4863,L52042,L,303.5,312.1,1326,55.7,114,0,0,0,0,0,0,8.600000000000023,7.734412617578856
4864,M19723,M,303.6,312.3,1915,22.3,116,0,0,0,0,0,0,8.699999999999989,4.47200478250751
4865,L52044,L,303.6,312.3,1451,43.4,119,0,0,0,0,0,0,8.699999999999989,6.594559027052383
4866,M19725,M,303.5,312.3,1624,34.8,121,0,0,0,0,0,0,8.800000000000011,5.918257904538596
4867,L52046,L,303.6,312.4,1781,28.7,124,0,0,0,0,0,0,8.799999999999955,5.3527188670148735
4868,L52047,L,303.6,312.5,1345,54.1,126,0,0,0,0,0,0,8.899999999999977,7.6198806214044845
4869,L52048,L,303.6,312.4,1418,46.0,128,0,0,0,0,0,0,8.799999999999955,6.830660186945167
4870,L52049,L,303.7,312.4,1718,26.5,130,0,0,0,0,0,0,8.699999999999989,4.767576291332751
4871,M19730,M,303.7,312.4,1631,28.5,132,0,0,0,0,0,0,8.699999999999989,4.867740737104705
4872,L52051,L,303.7,312.4,1513,40.1,135,0,0,0,0,0,0,8.699999999999989,6.353483678791414
4873,L52052,L,303.7,312.4,1316,59.3,137,0,0,0,0,0,0,8.699999999999989,8.172204025832105
4874,M19733,M,303.7,312.4,1474,38.8,139,0,0,0,0,0,0,8.699999999999989,5.989048458999486
4875,L52054,L,303.8,312.5,1619,30.9,142,0,0,0,0,0,0,8.699999999999989,5.2388256613467306
4876,L52055,L,303.7,312.4,1702,31.2,144,0,0,0,0,0,0,8.699999999999989,5.5608703242662205
4877,M19736,M,303.7,312.4,1540,37.4,146,0,0,0,0,0,0,8.699999999999989,6.031439015871923
4878,M19737,M,303.7,312.4,1546,33.7,149,0,0,0,0,0,0,8.699999999999989,5.455920185685299
4879,L52058,L,303.7,312.4,1348,51.0,152,0,0,0,0,0,0,8.699999999999989,7.19927372496637
4880,H34293,H,303.7,312.5,1520,35.6,154,0,0,0,0,0,0,8.800000000000011,5.66659538903503
4881,M19740,M,303.8,312.6,1527,41.9,159,0,0,0,0,0,0,8.800000000000011,6.700106068237487
4882,M19741,M,303.8,312.6,1406,47.1,162,0,0,0,0,0,0,8.800000000000011,6.934814455387181
4883,L52062,L,303.7,312.5,1462,46.2,165,0,0,0,0,0,0,8.800000000000011,7.073233027704347
4884,M19743,M,303.8,312.6,1684,29.3,167,0,0,0,0,0,0,8.800000000000011,5.166998381310157
4885,H34298,H,303.8,312.5,1655,28.0,170,0,0,0,0,0,0,8.699999999999989,4.852713452245034
4886,H34299,H,303.8,312.5,1748,25.1,175,0,0,0,0,0,0,8.699999999999989,4.594558311924049
4887,L52066,L,303.8,312.5,1372,45.7,180,0,0,0,0,0,0,8.699999999999989,6.565970533904716
4888,L52067,L,303.7,312.5,1481,33.3,182,0,0,0,0,0,0,8.800000000000011,5.164495579162797
4889,L52068,L,303.7,312.4,1512,39.2,184,0,0,0,0,0,0,8.699999999999989,6.206781773844282
4890,L52069,L,303.7,312.5,1632,36.6,186,0,0,0,0,0,0,8.800000000000011,6.255036637003422
4891,L52070,L,303.7,312.4,1525,43.9,188,0,0,0,0,0,0,8.699999999999989,7.010725805873423
4892,M19751,M,303.7,312.3,1756,26.4,190,0,0,0,0,0,0,8.600000000000023,4.854640295739236
4893,L52072,L,303.7,312.3,1922,23.1,193,0,0,0,0,0,0,8.600000000000023,4.649368631753679
4894,M19753,M,303.8,312.5,1448,44.3,195,0,0,0,0,0,0,8.699999999999989,6.717395299807742
4895,H34308,H,303.8,312.5,1447,46.6,198,0,0,0,0,0,0,8.699999999999989,7.061274031669683
4896,M19755,M,303.8,312.4,1597,33.4,203,0,0,0,0,0,0,8.599999999999966,5.585730794131628
4897,M19756,M,303.7,312.4,1642,32.3,206,0,0,0,0,0,0,8.699999999999989,5.5539797643793465
4898,H34311,H,303.8,312.5,1525,38.0,209,0,0,0,0,0,0,8.699999999999989,6.068509809184283
4899,H34312,H,303.6,312.4,1460,53.7,214,0,0,0,0,0,0,8.799999999999955,8.210238240891565
4900,L52079,L,303.6,312.3,2168,17.7,219,0,0,0,0,0,0,8.699999999999989,4.018473995059775
4901,L52080,L,303.6,312.4,1388,41.9,221,0,0,0,0,0,0,8.799999999999955,6.090207742445077
4902,M19761,M,303.6,312.3,1630,32.4,223,0,0,0,0,0,0,8.699999999999989,5.530459707379471
4903,L52082,L,303.6,312.3,1616,29.3,226,0,0,0,0,0,0,8.699999999999989,4.958354741209748
4904,L52083,L,303.6,312.4,2232,16.8,0,0,0,0,0,0,0,8.799999999999955,3.926739489574954
4905,H34318,H,303.6,312.4,1480,50.7,2,0,0,0,0,0,0,8.799999999999955,7.857751545158791
4906,L52085,L,303.6,312.4,1363,53.1,7,0,0,0,0,0,0,8.799999999999955,7.579123692711912
4907,H34320,H,303.6,312.4,1436,45.6,9,0,0,0,0,0,0,8.799999999999955,6.857217116843514
4908,M19767,M,303.6,312.5,1607,33.7,14,0,0,0,0,0,0,8.899999999999977,5.671192586284784
4909,M19768,M,303.6,312.5,1459,48.2,17,0,0,0,0,0,0,8.899999999999977,7.36429111508393
4910,L52089,L,303.5,312.4,1481,43.7,20,0,0,0,0,0,0,8.899999999999977,6.777431135417846
4911,M19770,M,303.5,312.4,1606,31.7,22,0,0,0,0,0,0,8.899999999999977,5.331303677092903
4912,L52091,L,303.5,312.3,1681,29.8,25,0,0,0,0,0,0,8.800000000000011,5.245810469013213
4913,L52092,L,303.5,312.2,1511,37.1,27,0,0,0,0,0,0,8.699999999999989,5.8703905044733995
4914,M19773,M,303.5,312.3,1593,35.2,29,0,0,0,0,0,0,8.800000000000011,5.872013660677755
4915,M19774,M,303.5,312.3,1532,41.7,32,0,0,0,0,0,0,8.800000000000011,6.689958723966393
4916,H34329,H,303.5,312.3,1386,49.0,35,0,0,0,0,0,0,8.800000000000011,7.111937449196573
4917,H34330,H,303.4,312.3,1769,27.9,40,0,0,0,0,0,0,8.900000000000034,5.16845398590632
4918,M19777,M,303.4,312.2,1561,38.2,45,0,0,0,0,0,0,8.800000000000011,6.244459941736336
4919,L52098,L,303.3,312.2,1457,40.7,48,0,0,0,0,0,0,8.899999999999977,6.209871006620314
4920,L52099,L,303.3,312.2,1506,40.0,50,0,0,0,0,0,0,8.899999999999977,6.308318048408304
4921,L52100,L,303.4,312.2,1337,69.4,52,1,0,0,1,0,0,8.800000000000011,9.716715694091969
4922,L52101,L,303.4,312.3,1287,54.8,54,0,0,0,0,0,0,8.900000000000034,7.3856330011773155
4923,M19782,M,303.4,312.2,1615,35.7,56,0,0,0,0,0,0,8.800000000000011,6.037669841301544
4924,M19783,M,303.4,312.2,1972,23.5,59,0,0,0,0,0,0,8.800000000000011,4.852922891755273
4925,H34338,H,303.4,312.3,1522,42.1,62,0,0,0,0,0,0,8.900000000000034,6.710043972998344
4926,L52105,L,303.4,312.3,1680,30.6,67,0,0,0,0,0,0,8.900000000000034,5.38343317119147
4927,L52106,L,303.4,312.3,1502,36.0,69,0,0,0,0,0,0,8.900000000000034,5.662406598830244
4928,M19787,M,303.5,312.3,1543,33.3,71,0,0,0,0,0,0,8.800000000000011,5.380699985582846
4929,L52108,L,303.5,312.3,1584,35.2,74,0,0,0,0,0,0,8.800000000000011,5.838838442255846
4930,L52109,L,303.5,312.4,1340,44.5,76,0,0,0,0,0,0,8.899999999999977,6.244438997785313
4931,L52110,L,303.4,312.3,1663,33.9,78,0,0,0,0,0,0,8.900000000000034,5.903649498699403
4932,M19791,M,303.3,312.1,1693,30.0,80,0,0,0,0,0,0,8.800000000000011,5.3187163625275184
4933,L52112,L,303.3,312.1,1418,44.7,83,0,0,0,0,0,0,8.800000000000011,6.637619790357586
4934,H34347,H,303.4,312.2,1554,36.8,85,0,0,0,0,0,0,8.800000000000011,5.988629579979007
4935,L52114,L,303.4,312.2,1580,35.8,90,0,0,0,0,0,0,8.800000000000011,5.923368228588434
4936,L52115,L,303.4,312.3,1479,42.8,92,0,0,0,0,0,0,8.900000000000034,6.628886162780606
4937,L52116,L,303.5,312.4,1284,70.6,94,1,0,0,1,0,0,8.899999999999977,9.492887689499206
4938,L52117,L,303.4,312.3,1540,38.7,96,0,0,0,0,0,0,8.900000000000034,6.241087965621483
4939,M19798,M,303.5,312.4,1606,30.1,98,0,0,0,0,0,0,8.899999999999977,5.062215794337425
4940,L52119,L,303.6,312.5,1286,62.4,101,0,0,0,0,0,0,8.899999999999977,8.403383357234267
4941,L52120,L,303.6,312.6,1502,39.5,103,0,0,0,0,0,0,9.0,6.212918351494295
4942,M19801,M,303.6,312.7,1699,31.5,105,0,0,0,0,0,0,9.099999999999966,5.604444214371512
4943,L52122,L,303.5,312.6,1602,34.2,108,0,0,0,0,0,0,9.100000000000023,5.7374278313979685
4944,H34357,H,303.6,312.6,1436,42.0,110,0,0,0,0,0,0,9.0,6.31585787077692
4945,M19804,M,303.6,312.7,1765,27.5,115,0,0,0,0,0,0,9.099999999999966,5.082835114120487
4946,L52125,L,303.6,312.7,1418,44.1,118,0,0,0,0,0,0,9.099999999999966,6.54852422270178
4947,M19806,M,303.7,312.7,1669,31.7,120,0,0,0,0,0,0,9.0,5.540439500042375
4948,L52127,L,303.7,312.7,1395,53.9,123,0,0,0,0,0,0,9.0,7.873930747324779
4949,M19808,M,303.8,312.7,1500,41.7,125,0,0,0,0,0,0,8.899999999999977,6.55022068273472
4950,M19809,M,303.8,312.7,1555,33.4,128,0,0,0,0,0,0,8.899999999999977,5.438829921649769
4951,M19810,M,303.8,312.7,1919,20.2,131,0,0,0,0,0,0,8.899999999999977,4.059335643507467
4952,L52131,L,303.8,312.7,1596,36.6,134,0,0,0,0,0,0,8.899999999999977,6.117057887657759
4953,M19812,M,303.8,312.7,1374,53.6,136,0,0,0,0,0,0,8.899999999999977,7.712232973444512
4954,L52133,L,303.7,312.5,1670,26.1,139,0,0,0,0,0,0,8.800000000000011,4.564419966400611
4955,L52134,L,303.7,312.6,1702,29.1,141,0,0,0,0,0,0,8.900000000000034,5.186580975517534
4956,M19815,M,303.8,312.5,1366,45.1,143,0,0,0,0,0,0,8.699999999999989,6.451428065754832
4957,M19816,M,303.8,312.5,2344,15.2,146,0,0,0,0,0,0,8.699999999999989,3.731039211207334
4958,M19817,M,303.8,312.6,1768,23.9,149,0,0,0,0,0,0,8.800000000000011,4.424954196532247
4959,L52138,L,303.8,312.5,1523,47.0,152,0,0,0,0,0,0,8.699999999999989,7.495944791220366
4960,L52139,L,303.8,312.6,1735,25.9,154,0,0,0,0,0,0,8.800000000000011,4.705739275934591
